region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
rural,non-renewable,local,7877,perishable,air,2554,refrigerated,24,2.8686528000000004
urban,non-renewable,imported,10054,perishable,air,1193,refrigerated,13,1.0887318000000001
urban,renewable,imported,4985,non-perishable,road,1669,refrigerated,6,0.3124368
coastal,non-renewable,recycled,9516,perishable,air,42,refrigerated,7,0.010319400000000001
rural,renewable,local,2358,perishable,sea,1784,ambient,151,3.0171007999999997
urban,renewable,local,3674,perishable,sea,3721,refrigerated,9,0.48759984000000006
rural,renewable,local,2931,non-perishable,air,3350,ambient,145,11.658000000000001
coastal,renewable,recycled,1126,perishable,air,139,refrigerated,9,0.029273399999999998
coastal,renewable,imported,730,non-perishable,air,4813,ambient,109,18.886212
coastal,non-renewable,imported,6452,perishable,sea,2263,refrigerated,13,0.9637664399999999
coastal,renewable,recycled,554,perishable,air,4308,ambient,172,13.337568000000001
urban,renewable,recycled,4792,perishable,air,3660,refrigerated,5,0.42822000000000005
urban,non-renewable,imported,10436,non-perishable,road,820,ambient,125,3.6899999999999995
coastal,renewable,recycled,2054,perishable,air,4929,refrigerated,21,2.4221106000000003
coastal,non-renewable,local,7187,perishable,air,1901,refrigerated,9,0.8007012000000003
rural,renewable,imported,1339,perishable,air,2405,refrigerated,13,1.4632020000000001
coastal,renewable,local,3437,non-perishable,road,2120,ambient,140,4.7488
coastal,renewable,local,2301,non-perishable,air,4524,refrigerated,28,3.952166400000001
coastal,renewable,recycled,1961,perishable,air,2762,refrigerated,23,1.4865084000000002
coastal,renewable,local,4250,non-perishable,road,2039,ambient,141,4.599984
coastal,renewable,local,2421,non-perishable,road,522,ambient,149,1.244448
urban,renewable,imported,1608,perishable,sea,2409,ambient,167,6.758690399999999
coastal,renewable,local,1734,perishable,air,169,refrigerated,27,0.14236560000000004
rural,renewable,local,4315,non-perishable,air,3281,refrigerated,22,2.2520784000000003
rural,non-renewable,imported,5263,perishable,air,4722,refrigerated,12,3.9778127999999993
coastal,non-renewable,imported,12089,perishable,air,952,refrigerated,28,1.8712512000000001
rural,renewable,recycled,1381,perishable,air,3681,ambient,97,6.427026
rural,renewable,imported,3199,non-perishable,sea,383,ambient,55,0.35389200000000004
urban,renewable,recycled,3156,perishable,air,96,ambient,59,0.101952
urban,renewable,recycled,3438,perishable,sea,2533,refrigerated,24,0.6638486399999999
coastal,renewable,imported,2627,perishable,sea,238,refrigerated,11,0.05717711999999999
rural,renewable,local,2878,non-perishable,air,3936,ambient,37,3.495168
rural,renewable,local,4815,perishable,sea,717,refrigerated,15,0.1565928
urban,renewable,local,2634,non-perishable,road,397,ambient,130,0.8257600000000002
rural,renewable,local,4684,non-perishable,road,1398,refrigerated,29,0.8432736
urban,renewable,recycled,1721,non-perishable,air,3920,refrigerated,25,2.2931999999999997
coastal,renewable,local,676,perishable,air,684,refrigerated,20,0.42681600000000003
rural,renewable,local,509,perishable,air,2993,refrigerated,21,1.9610136
urban,non-renewable,local,14061,perishable,sea,3964,ambient,164,10.921612800000002
urban,non-renewable,recycled,13033,non-perishable,sea,418,refrigerated,15,0.10270259999999996
rural,renewable,recycled,3521,non-perishable,road,2933,ambient,119,4.188324
coastal,renewable,recycled,4129,perishable,sea,3946,refrigerated,18,0.77562576
rural,renewable,local,4648,perishable,air,2665,refrigerated,12,0.9977760000000002
urban,renewable,local,1906,non-perishable,road,1694,ambient,162,4.390848
rural,renewable,imported,2561,perishable,sea,329,refrigerated,20,0.1437072
rural,renewable,local,3779,non-perishable,air,4401,ambient,107,11.301768000000001
rural,non-renewable,imported,11120,non-perishable,air,3553,ambient,53,10.168686000000001
urban,non-renewable,imported,5733,non-perishable,road,2761,refrigerated,26,3.3595848
coastal,non-renewable,imported,5335,non-perishable,air,4366,ambient,124,29.234735999999995
coastal,renewable,recycled,3724,non-perishable,road,279,refrigerated,18,0.07834320000000002
urban,renewable,recycled,2174,non-perishable,road,2804,ambient,114,3.8358719999999993
coastal,renewable,recycled,2703,perishable,air,3540,refrigerated,19,1.573884
urban,renewable,local,2577,non-perishable,air,4741,refrigerated,21,3.1063031999999997
urban,renewable,recycled,2412,perishable,air,1673,refrigerated,12,0.4697784
urban,non-renewable,imported,7290,non-perishable,air,3311,ambient,136,24.315983999999997
coastal,non-renewable,imported,5571,non-perishable,sea,1722,ambient,59,2.5602695999999994
rural,renewable,recycled,4776,perishable,air,3409,ambient,94,5.768027999999999
urban,non-renewable,imported,14451,perishable,air,4368,ambient,173,40.805856
urban,renewable,local,1690,perishable,air,3292,refrigerated,19,1.9514976000000002
coastal,renewable,local,2418,perishable,air,1661,refrigerated,25,1.2955800000000002
coastal,non-renewable,imported,11116,perishable,sea,2616,refrigerated,23,1.9711036800000004
urban,renewable,imported,4179,perishable,air,781,refrigerated,12,0.43860960000000004
urban,non-renewable,imported,12261,non-perishable,road,2718,ambient,89,8.708471999999999
urban,non-renewable,imported,9551,perishable,sea,4049,ambient,167,17.039811599999997
rural,renewable,recycled,3058,perishable,air,4322,refrigerated,25,2.5283700000000002
rural,renewable,local,1080,perishable,air,1850,ambient,121,5.372400000000001
coastal,renewable,recycled,3053,perishable,air,2529,refrigerated,28,1.6570008
urban,non-renewable,imported,8819,perishable,air,3355,refrigerated,6,1.4131259999999997
coastal,renewable,local,4525,perishable,air,4684,refrigerated,11,1.6075488000000004
rural,renewable,recycled,4540,non-perishable,sea,4025,ambient,33,1.1157299999999999
coastal,renewable,local,3867,perishable,air,4058,refrigerated,20,2.532192
urban,non-renewable,imported,14394,perishable,air,2287,refrigerated,6,0.9632843999999999
urban,non-renewable,imported,13641,perishable,sea,670,refrigerated,21,0.46093319999999993
coastal,renewable,imported,1092,perishable,air,768,refrigerated,19,0.6829056
urban,non-renewable,local,13712,non-perishable,road,295,ambient,127,0.8991600000000001
urban,non-renewable,imported,8737,perishable,air,1407,refrigerated,10,0.987714
coastal,renewable,recycled,3104,perishable,air,1557,refrigerated,28,1.0201464
rural,renewable,local,4197,non-perishable,road,1990,ambient,135,4.298400000000001
rural,renewable,local,2070,non-perishable,road,1193,refrigerated,14,0.3474016000000001
rural,renewable,local,4477,perishable,sea,2762,refrigerated,7,0.28150304000000004
urban,renewable,recycled,1802,perishable,sea,3594,ambient,86,2.5963055999999995
coastal,renewable,imported,855,non-perishable,air,3825,ambient,175,24.0975
urban,renewable,recycled,1391,non-perishable,road,274,ambient,32,0.10521600000000002
coastal,non-renewable,imported,13580,perishable,air,668,refrigerated,13,0.6096168
urban,non-renewable,imported,11041,non-perishable,road,665,ambient,33,0.79002
coastal,renewable,local,3779,non-perishable,road,1218,ambient,56,1.091328
urban,renewable,local,1643,non-perishable,road,2263,ambient,151,5.467408
coastal,renewable,imported,1701,non-perishable,air,4197,ambient,141,21.303971999999995
urban,renewable,local,3223,perishable,sea,4801,refrigerated,8,0.55922048
rural,non-renewable,local,10511,perishable,sea,3054,refrigerated,10,0.6669936000000001
urban,non-renewable,recycled,11005,perishable,air,4197,refrigerated,15,2.2097205
coastal,renewable,recycled,3036,non-perishable,sea,1085,ambient,74,0.6744359999999998
urban,renewable,local,1674,perishable,air,4412,refrigerated,6,0.8259264000000001
urban,renewable,local,3886,non-perishable,sea,1753,ambient,111,2.1793296
rural,renewable,recycled,1713,perishable,air,3336,ambient,111,6.665328
urban,renewable,local,3578,non-perishable,road,2195,refrigerated,20,0.91312
urban,renewable,recycled,4651,perishable,air,1570,refrigerated,21,0.7714979999999999
coastal,renewable,recycled,1849,perishable,air,502,ambient,76,0.686736
urban,non-renewable,local,8956,perishable,air,3453,ambient,108,13.425264000000002
coastal,renewable,recycled,820,perishable,air,4342,refrigerated,12,1.2192335999999997
coastal,non-renewable,local,13815,non-perishable,road,1078,ambient,133,3.440976000000001
coastal,renewable,recycled,1346,non-perishable,sea,3627,ambient,92,2.8029455999999997
coastal,renewable,recycled,1829,perishable,air,1334,refrigerated,28,0.8740368000000003
coastal,renewable,recycled,1769,non-perishable,air,3315,ambient,82,4.892939999999999
urban,renewable,local,1218,non-perishable,road,10,ambient,131,0.020960000000000003
rural,renewable,local,4091,non-perishable,air,3598,refrigerated,6,0.6735456000000001
coastal,renewable,recycled,4671,perishable,air,3299,refrigerated,19,1.4667354
urban,non-renewable,local,13517,non-perishable,air,3668,ambient,164,21.655872000000002
coastal,non-renewable,local,12179,non-perishable,air,3613,refrigerated,18,3.0435912000000003
coastal,non-renewable,imported,14826,non-perishable,road,2641,ambient,35,3.3276599999999994
coastal,non-renewable,imported,11674,perishable,air,857,ambient,142,6.571475999999998
rural,renewable,local,2538,perishable,air,1606,refrigerated,27,1.3528944000000003
urban,renewable,local,2112,non-perishable,road,680,ambient,133,1.44704
rural,non-renewable,imported,12821,non-perishable,air,4158,ambient,44,9.879408
urban,renewable,local,718,non-perishable,air,4637,ambient,102,11.351376
urban,renewable,local,3372,non-perishable,air,3466,ambient,53,4.408752000000001
coastal,non-renewable,local,10210,perishable,sea,1464,refrigerated,7,0.22381632000000004
rural,renewable,recycled,4220,non-perishable,road,1255,ambient,152,2.2891199999999996
urban,renewable,local,1499,non-perishable,sea,1730,ambient,140,2.71264
urban,renewable,local,3007,perishable,air,4352,refrigerated,27,3.6661248000000004
coastal,renewable,recycled,3264,perishable,air,1625,ambient,158,4.6215
coastal,renewable,imported,3633,non-perishable,sea,2866,ambient,62,2.9852255999999997
urban,renewable,local,4542,non-perishable,road,2947,ambient,135,6.365520000000001
coastal,renewable,imported,1592,perishable,sea,80,refrigerated,21,0.03669119999999999
urban,renewable,local,2490,non-perishable,road,463,ambient,50,0.37040000000000006
rural,renewable,local,902,non-perishable,road,1525,refrigerated,29,0.91988
coastal,renewable,recycled,1599,perishable,air,1950,ambient,132,4.6331999999999995
urban,renewable,imported,1603,perishable,air,986,refrigerated,11,0.5075928000000001
coastal,renewable,recycled,3515,perishable,air,805,refrigerated,5,0.094185
urban,renewable,local,2427,perishable,air,555,ambient,60,0.7992000000000001
rural,renewable,local,4188,perishable,sea,537,refrigerated,26,0.20328672
rural,renewable,local,3422,perishable,sea,2318,refrigerated,27,0.91125216
rural,renewable,recycled,1623,non-perishable,sea,1531,refrigerated,10,0.16718519999999998
coastal,renewable,imported,1899,perishable,sea,4688,refrigerated,23,2.35487616
coastal,renewable,local,626,non-perishable,air,4504,ambient,113,12.214847999999998
rural,non-renewable,local,9385,non-perishable,road,1125,ambient,166,4.482
coastal,renewable,local,3517,non-perishable,air,3451,ambient,60,4.9694400000000005
coastal,renewable,local,4194,non-perishable,sea,998,ambient,52,0.5812352
urban,renewable,imported,3488,perishable,sea,1567,refrigerated,28,0.9582518400000001
urban,non-renewable,imported,6691,non-perishable,sea,1405,ambient,67,2.3722019999999997
rural,renewable,local,2210,non-perishable,road,367,refrigerated,25,0.19084000000000004
urban,non-renewable,imported,9850,perishable,sea,4604,refrigerated,6,0.9049622399999997
urban,renewable,recycled,3333,perishable,air,188,refrigerated,26,0.1143792
coastal,renewable,local,2364,non-perishable,road,1415,ambient,78,1.7659200000000002
rural,non-renewable,local,13280,non-perishable,road,2204,ambient,97,5.130912
coastal,renewable,imported,4493,perishable,air,1152,refrigerated,18,0.9704447999999999
coastal,renewable,recycled,524,perishable,sea,3558,refrigerated,25,0.9713339999999998
coastal,non-renewable,imported,9644,perishable,sea,3962,refrigerated,12,1.5575414399999998
urban,non-renewable,recycled,10291,non-perishable,road,2828,ambient,42,2.1379679999999994
urban,renewable,recycled,1693,non-perishable,air,4834,ambient,83,7.221996
rural,renewable,local,2749,non-perishable,sea,3555,refrigerated,7,0.3623256000000001
coastal,renewable,local,3170,perishable,air,294,refrigerated,9,0.0825552
urban,renewable,local,1512,perishable,air,3366,refrigerated,17,1.7853264000000002
coastal,renewable,recycled,3537,non-perishable,sea,190,ambient,64,0.10214399999999998
rural,renewable,imported,1745,perishable,air,4646,ambient,108,18.063648
coastal,renewable,recycled,2829,perishable,air,3123,refrigerated,22,1.6077204
rural,non-renewable,recycled,9179,perishable,air,1944,refrigerated,21,1.4329223999999996
rural,renewable,recycled,3473,perishable,air,3227,refrigerated,18,1.3592124
urban,non-renewable,imported,8780,perishable,air,1471,ambient,115,9.134909999999998
coastal,renewable,imported,3774,non-perishable,air,3206,refrigerated,23,3.4509383999999996
urban,renewable,local,4240,non-perishable,road,1075,refrigerated,20,0.44720000000000004
coastal,renewable,local,2566,non-perishable,sea,4647,ambient,94,4.8923616
rural,renewable,recycled,3959,non-perishable,road,1463,ambient,58,1.018248
rural,renewable,recycled,3594,perishable,air,1318,refrigerated,27,0.8327124000000001
urban,non-renewable,local,5962,non-perishable,road,1690,ambient,156,6.3273600000000005
rural,renewable,recycled,2454,non-perishable,sea,3575,refrigerated,5,0.195195
coastal,non-renewable,local,9807,non-perishable,road,477,ambient,120,1.37376
coastal,non-renewable,imported,13714,non-perishable,road,2847,refrigerated,15,1.9985939999999995
coastal,renewable,local,2939,non-perishable,road,1589,ambient,50,1.2712
coastal,renewable,recycled,4026,non-perishable,road,849,ambient,176,1.7930879999999998
rural,renewable,local,2830,non-perishable,sea,3136,refrigerated,5,0.22830080000000003
rural,renewable,recycled,2484,non-perishable,air,3675,refrigerated,14,1.20393
urban,non-renewable,imported,14640,non-perishable,road,661,ambient,165,3.9263399999999997
urban,non-renewable,imported,11280,perishable,sea,4107,refrigerated,6,0.8072719199999999
urban,non-renewable,recycled,10365,perishable,air,4747,refrigerated,22,3.6656334
rural,non-renewable,local,9009,non-perishable,road,51,ambient,178,0.217872
coastal,renewable,imported,3787,non-perishable,road,1467,ambient,158,5.562864
rural,renewable,imported,1136,perishable,air,4833,refrigerated,5,1.1309220000000002
rural,renewable,local,2152,non-perishable,road,2972,ambient,166,7.893632
rural,renewable,local,2220,perishable,sea,371,refrigerated,13,0.07022288
coastal,renewable,imported,4239,perishable,sea,2138,refrigerated,6,0.28016351999999994
coastal,non-renewable,imported,9684,non-perishable,road,1827,ambient,65,4.27518
urban,renewable,local,1741,non-perishable,road,1201,refrigerated,28,0.6994624000000002
rural,renewable,recycled,3439,perishable,air,3106,ambient,151,8.442108
urban,non-renewable,imported,7112,perishable,air,1304,refrigerated,17,1.5561936000000003
urban,renewable,recycled,1261,perishable,air,356,ambient,70,0.4485599999999999
rural,renewable,recycled,1719,non-perishable,road,2613,ambient,178,5.581367999999999
rural,renewable,local,2047,perishable,air,4962,refrigerated,25,3.87036
coastal,renewable,recycled,1158,non-perishable,road,807,ambient,36,0.348624
urban,non-renewable,imported,8328,perishable,air,3287,refrigerated,11,2.5382214
coastal,renewable,local,3852,perishable,sea,173,refrigerated,13,0.03274544
rural,renewable,recycled,2183,perishable,air,1266,refrigerated,5,0.148122
coastal,renewable,recycled,2093,perishable,air,3525,refrigerated,22,1.8146699999999996
rural,non-renewable,imported,7679,non-perishable,road,1220,ambient,54,2.37168
rural,renewable,local,4388,non-perishable,road,718,ambient,86,0.9879680000000001
coastal,renewable,recycled,2558,non-perishable,road,2717,refrigerated,21,0.8900892
coastal,renewable,local,1520,non-perishable,sea,4686,ambient,127,6.6653664
urban,renewable,recycled,1130,non-perishable,road,2173,ambient,179,4.667604000000001
rural,renewable,imported,4515,non-perishable,road,1134,ambient,130,3.5380799999999994
rural,renewable,imported,4474,non-perishable,sea,3838,ambient,32,2.0633087999999997
coastal,renewable,recycled,4288,non-perishable,air,3413,ambient,141,8.662193999999998
coastal,renewable,recycled,2250,non-perishable,road,1022,refrigerated,22,0.3507504
urban,non-renewable,imported,11533,perishable,sea,2799,refrigerated,27,2.47577148
rural,renewable,recycled,3667,non-perishable,road,1569,ambient,31,0.583668
rural,renewable,imported,2494,perishable,sea,634,refrigerated,29,0.40155024
coastal,renewable,local,3357,non-perishable,air,3595,ambient,36,3.10608
urban,renewable,recycled,3411,non-perishable,road,2008,refrigerated,5,0.15662399999999999
urban,non-renewable,local,14288,perishable,sea,583,ambient,32,0.31342080000000005
coastal,non-renewable,imported,12432,non-perishable,sea,4472,refrigerated,14,2.05103808
urban,non-renewable,recycled,9540,perishable,sea,3916,refrigerated,18,1.15459344
rural,non-renewable,imported,5477,non-perishable,air,3286,ambient,114,20.228615999999995
rural,renewable,imported,570,perishable,air,1037,refrigerated,29,1.4074163999999998
urban,renewable,imported,3601,perishable,air,1700,refrigerated,25,1.989
urban,non-renewable,local,5061,non-perishable,air,3179,refrigerated,21,3.1243212000000002
coastal,non-renewable,local,7349,perishable,sea,3965,refrigerated,26,2.2514856
urban,non-renewable,recycled,7872,non-perishable,air,4855,ambient,171,22.415535000000002
urban,renewable,local,4237,non-perishable,sea,3035,refrigerated,14,0.6186544000000002
rural,renewable,local,4009,non-perishable,air,3312,refrigerated,6,0.6200064000000001
rural,renewable,local,4111,perishable,air,3527,refrigerated,8,0.8803392000000001
rural,renewable,local,1025,perishable,air,2538,ambient,169,10.294127999999997
urban,non-renewable,local,7205,perishable,sea,1962,refrigerated,7,0.29995056000000003
rural,renewable,local,3479,perishable,air,1486,refrigerated,16,0.7418112000000001
urban,renewable,local,2381,perishable,air,1366,refrigerated,24,1.0228608000000001
coastal,renewable,local,781,perishable,air,967,refrigerated,12,0.3620448
rural,renewable,recycled,1672,non-perishable,road,330,ambient,66,0.26136000000000004
rural,renewable,imported,4578,perishable,air,685,refrigerated,26,0.8335080000000001
rural,renewable,recycled,2415,non-perishable,road,2151,ambient,169,4.362227999999999
rural,renewable,local,1123,perishable,sea,4703,refrigerated,18,1.23256224
rural,renewable,recycled,1399,perishable,air,743,refrigerated,10,0.17386200000000002
rural,renewable,recycled,2551,non-perishable,road,604,ambient,174,1.261152
urban,renewable,recycled,2289,perishable,air,4715,refrigerated,11,1.2136409999999997
urban,non-renewable,imported,7748,non-perishable,air,4291,ambient,176,40.781664
urban,non-renewable,local,9542,non-perishable,road,324,ambient,91,0.7076160000000001
urban,renewable,local,3495,perishable,sea,31,refrigerated,15,0.0067704
rural,renewable,recycled,1234,perishable,sea,4981,refrigerated,22,1.1966354399999999
coastal,renewable,recycled,3070,non-perishable,sea,1552,ambient,79,1.0299072
coastal,renewable,imported,3568,perishable,sea,2649,refrigerated,24,1.38849984
urban,non-renewable,recycled,6173,perishable,sea,3945,refrigerated,11,0.7108100999999999
rural,renewable,imported,953,perishable,air,2621,refrigerated,28,3.4345584000000007
rural,renewable,imported,1158,perishable,air,4997,refrigerated,27,6.3142092
urban,renewable,imported,1476,non-perishable,road,359,ambient,79,0.6806639999999999
urban,non-renewable,local,5960,non-perishable,air,4824,ambient,173,30.043872000000004
urban,renewable,recycled,3502,non-perishable,sea,3581,refrigerated,29,1.13403108
coastal,non-renewable,local,7710,non-perishable,air,3366,ambient,31,3.756456000000001
coastal,renewable,recycled,3483,non-perishable,sea,2188,refrigerated,5,0.1194648
urban,renewable,recycled,3101,non-perishable,road,257,refrigerated,26,0.1042392
coastal,renewable,local,3227,non-perishable,road,1060,ambient,172,2.91712
rural,renewable,imported,4150,perishable,sea,2342,refrigerated,22,1.12528416
rural,renewable,imported,4971,non-perishable,sea,3715,ambient,41,2.5588919999999993
urban,renewable,local,671,non-perishable,road,2433,ambient,146,5.683488
rural,renewable,recycled,539,perishable,air,1261,refrigerated,23,0.6786702000000001
coastal,renewable,imported,824,non-perishable,sea,3150,ambient,109,5.76828
coastal,non-renewable,imported,13959,perishable,air,3063,refrigerated,13,2.7952938
coastal,renewable,recycled,4196,non-perishable,road,1341,ambient,87,1.400004
urban,renewable,local,4079,perishable,air,602,refrigerated,25,0.46956000000000003
rural,renewable,recycled,1540,non-perishable,sea,4210,refrigerated,21,0.9654371999999999
coastal,renewable,imported,3839,non-perishable,road,622,ambient,104,1.552512
coastal,renewable,recycled,1486,non-perishable,road,351,ambient,46,0.19375199999999998
coastal,renewable,local,3632,perishable,air,1160,refrigerated,21,0.7600319999999999
coastal,renewable,recycled,3442,perishable,sea,4190,refrigerated,16,0.7320768000000001
coastal,renewable,recycled,4958,perishable,air,4589,ambient,122,10.077444000000002
rural,renewable,local,1454,perishable,air,4449,ambient,149,15.909623999999999
urban,renewable,recycled,3076,perishable,air,3829,ambient,39,2.6879580000000005
coastal,non-renewable,imported,11511,non-perishable,sea,2822,ambient,143,10.169359199999997
coastal,renewable,imported,1978,non-perishable,road,2352,ambient,129,7.281791999999999
rural,renewable,local,3333,non-perishable,air,3727,refrigerated,18,2.0930832
urban,non-renewable,imported,8409,non-perishable,road,2770,refrigerated,6,0.777816
urban,non-renewable,imported,8273,non-perishable,road,803,ambient,83,2.399364
urban,renewable,local,2578,perishable,sea,2685,ambient,87,2.616264
rural,renewable,local,3677,perishable,sea,4338,ambient,170,8.259552
coastal,renewable,recycled,597,perishable,sea,1181,refrigerated,25,0.322413
rural,renewable,local,585,perishable,air,2908,refrigerated,29,2.6311584
rural,renewable,imported,1368,non-perishable,air,4391,refrigerated,27,5.5484675999999995
rural,renewable,recycled,1198,perishable,sea,2588,refrigerated,8,0.22608767999999999
coastal,renewable,local,3049,non-perishable,air,4657,ambient,174,19.447632
rural,renewable,imported,1954,perishable,sea,690,refrigerated,18,0.27125279999999996
urban,renewable,local,616,perishable,sea,2453,refrigerated,10,0.3571568
coastal,renewable,local,3327,perishable,sea,3003,refrigerated,17,0.7433025600000002
coastal,renewable,recycled,730,perishable,air,1619,refrigerated,5,0.189423
urban,non-renewable,imported,6412,perishable,air,4981,ambient,60,16.13844
rural,renewable,local,3682,perishable,air,3718,refrigerated,24,2.7840384000000005
rural,renewable,local,1760,non-perishable,air,3572,refrigerated,17,1.8945888000000002
coastal,renewable,local,3761,perishable,air,4649,refrigerated,24,3.4811712000000004
coastal,renewable,imported,2905,non-perishable,road,224,ambient,160,0.86016
rural,renewable,recycled,548,perishable,sea,1853,refrigerated,11,0.22258235999999995
rural,renewable,local,1562,perishable,air,3702,refrigerated,16,1.8480384
rural,renewable,recycled,3154,perishable,air,551,refrigerated,25,0.32233500000000004
urban,non-renewable,recycled,7633,non-perishable,air,4479,ambient,157,18.986481
coastal,renewable,recycled,3279,perishable,air,2600,refrigerated,12,0.73008
urban,renewable,imported,571,perishable,air,2054,refrigerated,16,1.5380352
coastal,renewable,local,3506,non-perishable,air,4115,ambient,141,13.925160000000002
coastal,non-renewable,imported,13554,perishable,air,4863,ambient,79,20.745558
urban,non-renewable,imported,9566,perishable,air,157,ambient,77,0.6528059999999999
coastal,renewable,local,1497,perishable,air,2180,refrigerated,15,1.0202400000000003
rural,renewable,imported,1944,perishable,sea,3248,refrigerated,23,1.6315353600000002
rural,renewable,imported,1716,non-perishable,air,4566,ambient,101,16.601976
rural,renewable,local,1859,perishable,air,4522,refrigerated,23,3.2449872000000006
urban,non-renewable,imported,6750,perishable,sea,337,refrigerated,10,0.1104012
rural,renewable,local,3908,perishable,air,2299,refrigerated,21,1.5063047999999999
coastal,non-renewable,recycled,11037,perishable,air,347,refrigerated,9,0.10961729999999997
rural,renewable,local,4468,perishable,air,2616,refrigerated,21,1.7140032
coastal,renewable,recycled,2679,non-perishable,road,450,ambient,90,0.48600000000000004
urban,non-renewable,local,5240,perishable,air,2143,refrigerated,23,2.3067252000000003
urban,non-renewable,local,7741,non-perishable,air,3967,ambient,118,16.851816000000003
coastal,renewable,local,1783,non-perishable,sea,3592,ambient,66,2.6552064
coastal,renewable,imported,4653,perishable,sea,4534,ambient,91,6.931579199999999
rural,non-renewable,imported,14266,perishable,air,477,refrigerated,28,0.9375912000000001
rural,renewable,local,660,non-perishable,road,2425,ambient,179,6.9452
coastal,renewable,recycled,4726,non-perishable,road,2448,ambient,59,1.7331839999999998
urban,renewable,imported,2656,perishable,air,1788,refrigerated,24,2.0082815999999997
urban,non-renewable,local,11262,perishable,air,1475,ambient,62,3.2922000000000007
rural,non-renewable,imported,6963,non-perishable,road,942,ambient,31,1.0512719999999998
rural,renewable,imported,1795,non-perishable,sea,1922,ambient,54,1.7436384
rural,non-renewable,imported,6249,non-perishable,air,3725,ambient,114,22.931099999999997
urban,non-renewable,local,5777,non-perishable,road,1543,ambient,168,6.221376
rural,renewable,local,3350,perishable,air,4775,refrigerated,12,1.78776
rural,renewable,local,3362,non-perishable,road,1806,refrigerated,9,0.33808320000000003
rural,renewable,local,4914,non-perishable,road,1557,ambient,161,4.010832000000001
coastal,renewable,local,684,non-perishable,air,3933,ambient,167,15.763463999999999
rural,renewable,recycled,897,perishable,air,4008,refrigerated,13,1.2192336
rural,renewable,local,3769,perishable,air,126,refrigerated,10,0.03931200000000001
urban,renewable,imported,1334,non-perishable,air,3680,ambient,34,4.504320000000001
urban,renewable,imported,1415,perishable,air,3704,refrigerated,24,4.160332799999999
rural,renewable,recycled,4120,non-perishable,road,982,refrigerated,25,0.38298
coastal,renewable,imported,4514,perishable,sea,4323,refrigerated,10,0.9441432000000001
urban,non-renewable,recycled,11056,perishable,air,1207,refrigerated,29,1.2286053000000001
rural,renewable,imported,632,non-perishable,air,4103,ambient,86,12.702887999999998
rural,renewable,local,2118,perishable,air,3345,refrigerated,21,2.191644
urban,non-renewable,local,8544,non-perishable,road,1804,refrigerated,6,0.3377088000000001
rural,renewable,imported,3507,perishable,air,449,refrigerated,7,0.1470924
rural,renewable,recycled,4596,perishable,air,2113,refrigerated,14,0.6922188
coastal,renewable,local,4414,non-perishable,air,3649,ambient,48,4.203648
urban,non-renewable,imported,6462,non-perishable,air,4813,refrigerated,5,1.689363
coastal,renewable,local,1928,perishable,air,1408,refrigerated,5,0.21964800000000004
rural,non-renewable,imported,14548,perishable,air,3009,refrigerated,21,4.435867799999999
urban,non-renewable,imported,13347,perishable,air,606,refrigerated,8,0.34032959999999995
rural,renewable,recycled,4636,non-perishable,air,4241,ambient,157,11.985066
urban,renewable,recycled,4288,non-perishable,road,1361,ambient,124,2.025168
rural,renewable,local,2633,perishable,air,1299,ambient,112,3.4917119999999997
urban,renewable,local,1477,non-perishable,road,2585,refrigerated,15,0.80652
coastal,renewable,imported,1760,non-perishable,sea,1021,refrigerated,21,0.4682714399999999
urban,non-renewable,imported,12644,non-perishable,road,2661,ambient,61,5.8435559999999995
coastal,renewable,imported,922,non-perishable,road,2933,refrigerated,21,1.9217015999999998
coastal,renewable,recycled,2203,non-perishable,road,2727,ambient,163,5.3340119999999995
urban,non-renewable,local,13529,non-perishable,sea,3059,refrigerated,9,0.60127704
urban,non-renewable,imported,13674,perishable,air,3376,ambient,142,25.887168
rural,non-renewable,imported,5093,perishable,sea,2508,refrigerated,23,1.8897278399999997
rural,renewable,local,590,non-perishable,road,2557,refrigerated,29,1.5423823999999997
rural,renewable,local,4096,perishable,air,392,refrigerated,27,0.33022080000000004
coastal,non-renewable,imported,5187,non-perishable,road,1936,ambient,55,3.83328
rural,renewable,recycled,4441,non-perishable,road,746,refrigerated,10,0.11637600000000002
urban,renewable,local,1540,non-perishable,sea,816,ambient,160,1.462272
rural,renewable,recycled,4216,perishable,air,1025,ambient,44,0.8117999999999999
coastal,non-renewable,local,6959,perishable,air,840,refrigerated,25,0.9828
rural,renewable,local,3628,non-perishable,sea,2890,refrigerated,11,0.4628624
rural,renewable,recycled,3494,perishable,air,3622,refrigerated,18,1.5255864000000001
urban,renewable,local,2615,non-perishable,road,1925,refrigerated,8,0.32032000000000005
urban,non-renewable,imported,10972,non-perishable,sea,3474,ambient,151,13.2192648
coastal,non-renewable,recycled,11670,non-perishable,road,94,ambient,53,0.089676
rural,renewable,recycled,924,non-perishable,road,2106,ambient,34,0.8592479999999999
coastal,renewable,recycled,1699,non-perishable,road,1422,ambient,151,2.576664
coastal,renewable,local,2875,perishable,sea,1060,refrigerated,8,0.1234688
urban,renewable,local,549,perishable,air,1835,refrigerated,12,0.687024
rural,renewable,local,4823,non-perishable,road,501,ambient,129,1.034064
rural,renewable,recycled,2602,perishable,air,3975,refrigerated,13,1.209195
